school,level,october_year,school_year,enrollment,max_enrollment,pct_of_max,KDG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH
FLATIRONS,Elementary,2015,2015-16,274.0,290.0,0.9448275862068966,,,,,,,,,,,,,
FLATIRONS,Elementary,2016,2016-17,254.0,290.0,0.8758620689655172,36.0,46.0,54.0,58.0,0.0,,,,,,,,
FLATIRONS,Elementary,2017,2017-18,245.0,290.0,0.8448275862068966,38.0,42.0,47.0,53.0,0.0,,,,,,,,
FLATIRONS,Elementary,2018,2018-19,228.0,290.0,0.7862068965517242,,,,,,,,,,,,,
FLATIRONS,Elementary,2019,2019-20,209.0,290.0,0.7206896551724138,42.0,24.0,39.0,46.0,0.0,,,,,,,,
FLATIRONS,Elementary,2020,2020-21,172.0,290.0,0.593103448275862,21.0,43.0,17.0,38.0,0.0,,,,,,,,
FLATIRONS,Elementary,2021,2021-22,182.0,290.0,0.6275862068965518,28.0,30.0,44.0,25.0,0.0,,,,,,,,
FLATIRONS,Elementary,2022,2022-23,182.0,290.0,0.6275862068965518,27.0,29.0,29.0,42.0,0.0,,,,,,,,
FLATIRONS,Elementary,2023,2023-24,164.0,290.0,0.5655172413793104,26.0,32.0,24.0,25.0,31.0,26.0,0.0,,,,,,
FLATIRONS,Elementary,2024,2024-25,162.0,290.0,0.5586206896551724,26.0,27.0,36.0,20.0,25.0,28.0,,,,,,,
FLATIRONS,Elementary,2025,2025-26,150.0,290.0,0.5172413793103449,25.0,18.0,30.0,32.0,21.0,24.0,,,,,,,
FOOTHILL,Elementary,2014,2014-15,545.0,547.0,0.9963436928702011,,,,,,,,,,,,,
FOOTHILL,Elementary,2015,2015-16,547.0,547.0,1.0,,,,,,,,,,,,,
FOOTHILL,Elementary,2016,2016-17,541.0,547.0,0.9890310786106032,79.0,101.0,89.0,113.0,,,,,,,,,
FOOTHILL,Elementary,2017,2017-18,496.0,547.0,0.906764168190128,82.0,77.0,102.0,83.0,,,,,,,,,
FOOTHILL,Elementary,2018,2018-19,457.0,547.0,0.8354661791590493,,,,,,,,,,,,,
FOOTHILL,Elementary,2019,2019-20,459.0,547.0,0.8391224862888482,80.0,89.0,81.0,81.0,,,,,,,,,
FOOTHILL,Elementary,2020,2020-21,424.0,547.0,0.7751371115173674,71.0,81.0,80.0,80.0,,,,,,,,,
FOOTHILL,Elementary,2021,2021-22,434.0,547.0,0.793418647166362,63.0,80.0,89.0,82.0,,,,,,,,,
FOOTHILL,Elementary,2022,2022-23,440.0,547.0,0.8043875685557587,68.0,66.0,84.0,88.0,,,,,,,,,
FOOTHILL,Elementary,2023,2023-24,437.0,547.0,0.7989031078610603,72.0,72.0,67.0,71.0,71.0,84.0,,,,,,,
FOOTHILL,Elementary,2024,2024-25,419.0,547.0,0.7659963436928702,52.0,76.0,74.0,73.0,70.0,74.0,,,,,,,
FOOTHILL,Elementary,2025,2025-26,434.0,547.0,0.793418647166362,67.0,62.0,78.0,81.0,76.0,70.0,,,,,,,
GOLD HILL,Elementary,2014,2014-15,27.0,27.0,1.0,,,,,,,,,,,,,
GOLD HILL,Elementary,2015,2015-16,26.0,27.0,0.9629629629629629,,,,,,,,,,,,,
GOLD HILL,Elementary,2016,2016-17,26.0,27.0,0.9629629629629629,3.0,1.0,6.0,3.0,,,,,,,,,
GOLD HILL,Elementary,2017,2017-18,19.0,27.0,0.7037037037037037,3.0,2.0,1.0,4.0,,,,,,,,,
GOLD HILL,Elementary,2018,2018-19,19.0,27.0,0.7037037037037037,,,,,,,,,,,,,
GOLD HILL,Elementary,2019,2019-20,20.0,27.0,0.7407407407407407,4.0,5.0,4.0,0.0,,,,,,,,,
GOLD HILL,Elementary,2020,2020-21,25.0,27.0,0.9259259259259259,6.0,4.0,3.0,5.0,,,,,,,,,
GOLD HILL,Elementary,2021,2021-22,17.0,27.0,0.6296296296296297,2.0,2.0,5.0,2.0,,,,,,,,,
GOLD HILL,Elementary,2022,2022-23,15.0,27.0,0.5555555555555556,2.0,2.0,2.0,5.0,,,,,,,,,
GOLD HILL,Elementary,2023,2023-24,12.0,27.0,0.4444444444444444,3.0,4.0,2.0,1.0,1.0,1.0,,,,,,,
GOLD HILL,Elementary,2024,2024-25,10.0,27.0,0.37037037037037035,0.0,3.0,4.0,2.0,1.0,0.0,,,,,,,
GOLD HILL,Elementary,2025,2025-26,11.0,27.0,0.4074074074074074,1.0,0.0,3.0,4.0,2.0,1.0,,,,,,,
HALCYON 6-8,Middle School,2016,2016-17,5.0,5.0,1.0,3.0,,,,,,,,,,,,
HALCYON 6-8,Middle School,2017,2017-18,4.0,5.0,0.8,3.0,,,,,,,,,,,,
HALCYON 9-12,High School,2014,2014-15,14.0,14.0,1.0,,,,,,,,,,,,,
HALCYON 9-12,High School,2015,2015-16,10.0,14.0,0.7142857142857143,,,,,,,,,,,,,
HALCYON 9-12,High School,2016,2016-17,12.0,14.0,0.8571428571428571,1.0,2.0,,,,,,,,,,,
HALCYON 9-12,High School,2017,2017-18,11.0,14.0,0.7857142857142857,2.0,0.0,,,,,,,,,,,
HALCYON SCHOOL*,Other Program,2016,2016-17,17.0,25.0,0.68,,,,,,,,,,,,,
HALCYON SCHOOL*,Other Program,2017,2017-18,12.0,25.0,0.48,,,,,,,,,,,,,
HALCYON SCHOOL*,Other Program,2018,2018-19,12.0,25.0,0.48,,,,,,,,,,,,,
HALCYON SCHOOL*,Other Program,2019,2019-20,23.0,25.0,0.92,1.0,0.0,2.0,0.0,5.0,0.0,2.0,2.0,7.0,2.0,2.0,,
HALCYON SCHOOL*,Other Program,2021,2021-22,20.0,25.0,0.8,0.0,0.0,0.0,1.0,3.0,1.0,5.0,1.0,3.0,4.0,2.0,,
HALCYON SCHOOL*,Other Program,2022,2022-23,25.0,25.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,8.0,3.0,3.0,2.0,,
HALCYON SCHOOL*,Other Program,2023,2023-24,20.0,25.0,0.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,4.0,4.0,4.0,1.0
HALCYON SCHOOL*,Other Program,2024,2024-25,21.0,25.0,0.84,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,6.0,4.0,3.0,2.0,2.0
HALCYON SCHOOL*,Other Program,2025,2025-26,24.0,25.0,0.96,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,6.0,5.0,4.0,1.0
HEATHERWOOD,Elementary,2014,2014-15,384.0,385.0,0.9974025974025974,,,,,,,,,,,,,
HEATHERWOOD,Elementary,2015,2015-16,385.0,385.0,1.0,,,,,,,,,,,,,
HEATHERWOOD,Elementary,2016,2016-17,378.0,385.0,0.9818181818181818,58.0,53.0,64.0,63.0,66.0,56.0,6.0,,,,,,
HEATHERWOOD,Elementary,2017,2017-18,347.0,385.0,0.9012987012987013,47.0,54.0,49.0,60.0,56.0,71.0,10.0,,,,,,
HEATHERWOOD,Elementary,2018,2018-19,312.0,385.0,0.8103896103896104,,,,,,,,,,,,,
HEATHERWOOD,Elementary,2019,2019-20,285.0,385.0,0.7402597402597403,38.0,40.0,46.0,45.0,44.0,54.0,17.0,,,,,,
HEATHERWOOD,Elementary,2020,2020-21,237.0,385.0,0.6155844155844156,39.0,34.0,38.0,38.0,36.0,39.0,18.0,,,,,,
HEATHERWOOD,Elementary,2021,2021-22,250.0,385.0,0.6493506493506493,40.0,41.0,38.0,36.0,43.0,37.0,13.0,,,,,,
HEATHERWOOD,Elementary,2022,2022-23,248.0,385.0,0.6441558441558441,26.0,43.0,37.0,44.0,37.0,46.0,13.0,,,,,,
HEATHERWOOD,Elementary,2023,2023-24,226.0,385.0,0.587012987012987,37.0,28.0,43.0,41.0,43.0,34.0,30.0,,,,,,
HEATHERWOOD,Elementary,2024,2024-25,234.0,385.0,0.6077922077922078,38.0,38.0,29.0,47.0,38.0,44.0,,,,,,,
HEATHERWOOD,Elementary,2025,2025-26,225.0,385.0,0.5844155844155844,33.0,39.0,39.0,28.0,47.0,39.0,,,,,,,
HIGH PEAKS,Elementary,2014,2014-15,297.0,314.0,0.945859872611465,,,,,,,,,,,,,
HIGH PEAKS,Elementary,2015,2015-16,314.0,314.0,1.0,,,,,,,,,,,,,
HIGH PEAKS,Elementary,2016,2016-17,307.0,314.0,0.9777070063694268,36.0,45.0,50.0,54.0,53.0,53.0,9.0,,,,,,
HIGH PEAKS,Elementary,2017,2017-18,307.0,314.0,0.9777070063694268,42.0,45.0,49.0,52.0,56.0,55.0,5.0,,,,,,
HIGH PEAKS,Elementary,2018,2018-19,291.0,314.0,0.9267515923566879,,,,,,,,,,,,,
HIGH PEAKS,Elementary,2019,2019-20,296.0,314.0,0.9426751592356688,47.0,51.0,52.0,53.0,,,,,,,,,
HIGH PEAKS,Elementary,2020,2020-21,273.0,314.0,0.8694267515923567,45.0,48.0,52.0,50.0,,,,,,,,,
HIGH PEAKS,Elementary,2021,2021-22,260.0,314.0,0.8280254777070064,40.0,51.0,46.0,48.0,,,,,,,,,
HIGH PEAKS,Elementary,2022,2022-23,266.0,314.0,0.8471337579617835,41.0,45.0,49.0,45.0,,,,,,,,,
HIGH PEAKS,Elementary,2023,2023-24,247.0,314.0,0.7866242038216561,26.0,43.0,41.0,46.0,41.0,50.0,,,,,,,
HIGH PEAKS,Elementary,2024,2024-25,257.0,314.0,0.8184713375796179,43.0,37.0,43.0,47.0,47.0,40.0,,,,,,,
HIGH PEAKS,Elementary,2025,2025-26,283.0,314.0,0.9012738853503185,47.0,47.0,39.0,48.0,52.0,50.0,,,,,,,
HORIZONS 6-8,Middle School,2014,2014-15,116.0,122.0,0.9508196721311475,,,,,,,,,,,,,
HORIZONS 6-8,Middle School,2015,2015-16,111.0,122.0,0.9098360655737705,,,,,,,,,,,,,
HORIZONS 6-8,Middle School,2016,2016-17,116.0,122.0,0.9508196721311475,41.0,,,,,,,,,,,,
HORIZONS 6-8,Middle School,2017,2017-18,114.0,122.0,0.9344262295081968,38.0,,,,,,,,,,,,
HORIZONS 6-8,Middle School,2018,2018-19,114.0,122.0,0.9344262295081968,,,,,,,,,,,,,
HORIZONS 6-8,Middle School,2019,2019-20,118.0,122.0,0.9672131147540983,41.0,,,,,,,,,,,,
HORIZONS 6-8,Middle School,2020,2020-21,119.0,122.0,0.9754098360655737,39.0,,,,,,,,,,,,
HORIZONS 6-8,Middle School,2021,2021-22,117.0,122.0,0.9590163934426229,33.0,,,,,,,,,,,,
HORIZONS 6-8,Middle School,2022,2022-23,118.0,122.0,0.9672131147540983,38.0,,,,,,,,,,,,
HORIZONS 6-8,Middle School,2023,2023-24,116.0,122.0,0.9508196721311475,38.0,34.0,44.0,,,,,,,,,,
HORIZONS 6-8,Middle School,2024,2024-25,118.0,122.0,0.9672131147540983,40.0,42.0,36.0,,,,,,,,,,
HORIZONS 6-8,Middle School,2025,2025-26,122.0,122.0,1.0,43.0,37.0,42.0,,,,,,,,,,
HORIZONS K-5,Elementary,2014,2014-15,231.0,246.0,0.9390243902439024,,,,,,,,,,,,,
HORIZONS K-5,Elementary,2015,2015-16,237.0,246.0,0.9634146341463414,,,,,,,,,,,,,
HORIZONS K-5,Elementary,2016,2016-17,232.0,246.0,0.943089430894309,39.0,39.0,39.0,42.0,,,,,,,,,
HORIZONS K-5,Elementary,2017,2017-18,234.0,246.0,0.9512195121951219,36.0,38.0,42.0,42.0,,,,,,,,,
HORIZONS K-5,Elementary,2018,2018-19,234.0,246.0,0.9512195121951219,,,,,,,,,,,,,
HORIZONS K-5,Elementary,2019,2019-20,230.0,246.0,0.9349593495934959,38.0,38.0,40.0,42.0,,,,,,,,,
HORIZONS K-5,Elementary,2020,2020-21,229.0,246.0,0.9308943089430894,39.0,39.0,37.0,41.0,,,,,,,,,
HORIZONS K-5,Elementary,2021,2021-22,232.0,246.0,0.943089430894309,40.0,42.0,39.0,39.0,,,,,,,,,
HORIZONS K-5,Elementary,2022,2022-23,230.0,246.0,0.9349593495934959,39.0,39.0,42.0,40.0,,,,,,,,,
HORIZONS K-5,Elementary,2023,2023-24,244.0,246.0,0.991869918699187,33.0,40.0,40.0,41.0,43.0,47.0,,,,,,,
HORIZONS K-5,Elementary,2024,2024-25,238.0,246.0,0.967479674796748,28.0,39.0,42.0,43.0,43.0,43.0,,,,,,,
HORIZONS K-5,Elementary,2025,2025-26,246.0,246.0,1.0,38.0,38.0,41.0,44.0,42.0,43.0,,,,,,,
JAMESTOWN,Elementary,2014,2014-15,15.0,20.0,0.75,,,,,,,,,,,,,
JAMESTOWN,Elementary,2015,2015-16,18.0,20.0,0.9,,,,,,,,,,,,,
JAMESTOWN,Elementary,2016,2016-17,19.0,20.0,0.95,2.0,1.0,4.0,5.0,,,,,,,,,
JAMESTOWN,Elementary,2017,2017-18,17.0,20.0,0.85,5.0,2.0,1.0,4.0,,,,,,,,,
JAMESTOWN,Elementary,2018,2018-19,15.0,20.0,0.75,,,,,,,,,,,,,
JAMESTOWN,Elementary,2019,2019-20,20.0,20.0,1.0,2.0,2.0,7.0,1.0,,,,,,,,,
JAMESTOWN,Elementary,2020,2020-21,19.0,20.0,0.95,3.0,1.0,3.0,6.0,,,,,,,,,
JAMESTOWN,Elementary,2021,2021-22,20.0,20.0,1.0,4.0,5.0,2.0,3.0,,,,,,,,,
JAMESTOWN,Elementary,2022,2022-23,17.0,20.0,0.85,2.0,4.0,5.0,1.0,,,,,,,,,
JAMESTOWN,Elementary,2023,2023-24,18.0,20.0,0.9,4.0,2.0,3.0,2.0,3.0,4.0,,,,,,,
JAMESTOWN,Elementary,2024,2024-25,17.0,20.0,0.85,4.0,3.0,2.0,3.0,2.0,3.0,,,,,,,
JAMESTOWN,Elementary,2025,2025-26,17.0,20.0,0.85,4.0,4.0,2.0,3.0,3.0,1.0,,,,,,,
JUSTICE HIGH 6-8,Middle School,2014,2014-15,2.0,10.0,0.2,,,,,,,,,,,,,
JUSTICE HIGH 6-8,Middle School,2015,2015-16,3.0,10.0,0.3,,,,,,,,,,,,,
JUSTICE HIGH 6-8,Middle School,2016,2016-17,4.0,10.0,0.4,1.0,,,,,,,,,,,,
JUSTICE HIGH 6-8,Middle School,2017,2017-18,3.0,10.0,0.3,1.0,,,,,,,,,,,,
JUSTICE HIGH 6-8,Middle School,2018,2018-19,3.0,10.0,0.3,,,,,,,,,,,,,
JUSTICE HIGH 6-8,Middle School,2019,2019-20,8.0,10.0,0.8,4.0,,,,,,,,,,,,
JUSTICE HIGH 6-8,Middle School,2020,2020-21,3.0,10.0,0.3,3.0,,,,,,,,,,,,
JUSTICE HIGH 6-8,Middle School,2022,2022-23,7.0,10.0,0.7,1.0,,,,,,,,,,,,
JUSTICE HIGH 6-8,Middle School,2023,2023-24,10.0,10.0,1.0,0.0,3.0,7.0,,,,,,,,,,
JUSTICE HIGH 6-8,Middle School,2024,2024-25,10.0,10.0,1.0,0.0,2.0,8.0,,,,,,,,,,
JUSTICE HIGH 6-8,Middle School,2025,2025-26,6.0,10.0,0.6,0.0,2.0,4.0,,,,,,,,,,
JUSTICE HIGH 9-12,High School,2014,2014-15,118.0,118.0,1.0,,,,,,,,,,,,,
JUSTICE HIGH 9-12,High School,2015,2015-16,74.0,118.0,0.6271186440677966,,,,,,,,,,,,,
JUSTICE HIGH 9-12,High School,2016,2016-17,84.0,118.0,0.711864406779661,20.0,42.0,,,,,,,,,,,
JUSTICE HIGH 9-12,High School,2017,2017-18,75.0,118.0,0.635593220338983,26.0,38.0,,,,,,,,,,,
JUSTICE HIGH 9-12,High School,2018,2018-19,93.0,118.0,0.788135593220339,,,,,,,,,,,,,
JUSTICE HIGH 9-12,High School,2019,2019-20,87.0,118.0,0.7372881355932204,12.0,53.0,,,,,,,,,,,
JUSTICE HIGH 9-12,High School,2020,2020-21,84.0,118.0,0.711864406779661,18.0,51.0,,,,,,,,,,,
JUSTICE HIGH 9-12,High School,2021,2021-22,81.0,118.0,0.6864406779661016,9.0,59.0,,,,,,,,,,,
JUSTICE HIGH 9-12,High School,2022,2022-23,95.0,118.0,0.8050847457627118,22.0,45.0,,,,,,,,,,,
JUSTICE HIGH 9-12,High School,2023,2023-24,92.0,118.0,0.7796610169491526,6.0,19.0,31.0,36.0,,,,,,,,,
JUSTICE HIGH 9-12,High School,2024,2024-25,96.0,118.0,0.8135593220338984,12.0,15.0,26.0,43.0,,,,,,,,,
JUSTICE HIGH 9-12,High School,2025,2025-26,86.0,118.0,0.7288135593220338,18.0,18.0,19.0,31.0,,,,,,,,,
KOHL,Elementary,2014,2014-15,487.0,487.0,1.0,,,,,,,,,,,,,
KOHL,Elementary,2015,2015-16,481.0,487.0,0.9876796714579056,,,,,,,,,,,,,
KOHL,Elementary,2016,2016-17,479.0,487.0,0.9835728952772074,74.0,64.0,73.0,83.0,77.0,82.0,6.0,,,,,,
KOHL,Elementary,2017,2017-18,446.0,487.0,0.9158110882956879,52.0,73.0,60.0,75.0,82.0,80.0,5.0,,,,,,
KOHL,Elementary,2018,2018-19,423.0,487.0,0.8685831622176592,,,,,,,,,,,,,
KOHL,Elementary,2019,2019-20,381.0,487.0,0.7823408624229979,43.0,59.0,54.0,75.0,50.0,77.0,4.0,,,,,,
KOHL,Elementary,2020,2020-21,311.0,487.0,0.6386036960985626,38.0,43.0,51.0,55.0,66.0,45.0,4.0,,,,,,
KOHL,Elementary,2021,2021-22,313.0,487.0,0.6427104722792608,44.0,43.0,45.0,46.0,53.0,62.0,5.0,,,,,,
KOHL,Elementary,2022,2022-23,290.0,487.0,0.5954825462012321,45.0,47.0,41.0,42.0,46.0,47.0,5.0,,,,,,
KOHL,Elementary,2023,2023-24,255.0,487.0,0.5236139630390144,33.0,44.0,42.0,39.0,47.0,50.0,28.0,,,,,,
KOHL,Elementary,2024,2024-25,255.0,487.0,0.5236139630390144,43.0,38.0,45.0,44.0,37.0,48.0,,,,,,,
KOHL,Elementary,2025,2025-26,256.0,487.0,0.5256673511293635,50.0,39.0,40.0,46.0,40.0,41.0,,,,,,,
LAFAYETTE,Elementary,2014,2014-15,590.0,657.0,0.898021308980213,,,,,,,,,,,,,
LAFAYETTE,Elementary,2015,2015-16,592.0,657.0,0.9010654490106544,,,,,,,,,,,,,
LAFAYETTE,Elementary,2016,2016-17,657.0,657.0,1.0,105.0,101.0,108.0,100.0,118.0,102.0,9.0,,,,,,
LAFAYETTE,Elementary,2017,2017-18,486.0,657.0,0.7397260273972602,67.0,88.0,77.0,79.0,72.0,85.0,11.0,,,,,,
LAFAYETTE,Elementary,2018,2018-19,449.0,657.0,0.6834094368340944,,,,,,,,,,,,,
LAFAYETTE,Elementary,2019,2019-20,489.0,657.0,0.7442922374429224,76.0,76.0,76.0,89.0,73.0,82.0,13.0,,,,,,
LAFAYETTE,Elementary,2020,2020-21,433.0,657.0,0.6590563165905632,51.0,75.0,67.0,74.0,77.0,68.0,3.0,,,,,,
LAFAYETTE,Elementary,2021,2021-22,466.0,657.0,0.7092846270928462,76.0,72.0,75.0,70.0,77.0,82.0,12.0,,,,,,
LAFAYETTE,Elementary,2022,2022-23,476.0,657.0,0.7245053272450532,63.0,74.0,72.0,77.0,69.0,77.0,10.0,,,,,,
LAFAYETTE,Elementary,2023,2023-24,445.0,657.0,0.6773211567732116,64.0,70.0,83.0,74.0,83.0,71.0,36.0,,,,,,
LAFAYETTE,Elementary,2024,2024-25,465.0,657.0,0.7077625570776256,72.0,67.0,78.0,88.0,74.0,86.0,,,,,,,
LAFAYETTE,Elementary,2025,2025-26,449.0,657.0,0.6834094368340944,63.0,76.0,72.0,71.0,88.0,79.0,,,,,,,
LOUISVILLE,Elementary,2014,2014-15,584.0,584.0,1.0,,,,,,,,,,,,,
LOUISVILLE,Elementary,2015,2015-16,582.0,584.0,0.9965753424657534,,,,,,,,,,,,,
LOUISVILLE,Elementary,2016,2016-17,568.0,584.0,0.9726027397260274,88.0,103.0,105.0,104.0,0.0,,,,,,,,
LOUISVILLE,Elementary,2017,2017-18,552.0,584.0,0.9452054794520548,94.0,89.0,102.0,107.0,0.0,,,,,,,,
LOUISVILLE,Elementary,2018,2018-19,563.0,584.0,0.964041095890411,,,,,,,,,,,,,
LOUISVILLE,Elementary,2019,2019-20,516.0,584.0,0.8835616438356164,88.0,94.0,103.0,81.0,0.0,,,,,,,,
LOUISVILLE,Elementary,2020,2020-21,453.0,584.0,0.7756849315068494,70.0,72.0,91.0,97.0,0.0,,,,,,,,
LOUISVILLE,Elementary,2021,2021-22,454.0,584.0,0.7773972602739726,80.0,69.0,84.0,92.0,0.0,,,,,,,,
LOUISVILLE,Elementary,2022,2022-23,453.0,584.0,0.7756849315068494,72.0,79.0,76.0,92.0,0.0,,,,,,,,
LOUISVILLE,Elementary,2023,2023-24,422.0,584.0,0.7226027397260274,58.0,54.0,74.0,72.0,83.0,81.0,17.0,,,,,,
LOUISVILLE,Elementary,2024,2024-25,417.0,584.0,0.714041095890411,65.0,59.0,52.0,76.0,75.0,90.0,,,,,,,
LOUISVILLE,Elementary,2025,2025-26,381.0,584.0,0.6523972602739726,46.0,64.0,60.0,59.0,75.0,77.0,,,,,,,
LOUISVILLE MIDDLE,Middle School,2014,2014-15,633.0,678.0,0.9336283185840708,,,,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2015,2015-16,621.0,678.0,0.915929203539823,,,,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2016,2016-17,643.0,678.0,0.948377581120944,207.0,,,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2017,2017-18,659.0,678.0,0.971976401179941,210.0,,,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2018,2018-19,678.0,678.0,1.0,,,,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2019,2019-20,653.0,678.0,0.9631268436578171,219.0,,,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2020,2020-21,603.0,678.0,0.8893805309734514,218.0,,,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2021,2021-22,590.0,678.0,0.8702064896755162,183.0,,,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2022,2022-23,595.0,678.0,0.8775811209439528,200.0,,,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2023,2023-24,608.0,678.0,0.8967551622418879,208.0,202.0,198.0,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2024,2024-25,625.0,678.0,0.9218289085545722,207.0,211.0,207.0,,,,,,,,,,
LOUISVILLE MIDDLE,Middle School,2025,2025-26,624.0,678.0,0.9203539823008849,205.0,205.0,214.0,,,,,,,,,,
MANHATTAN SA&A,Middle School,2014,2014-15,543.0,543.0,1.0,,,,,,,,,,,,,
MANHATTAN SA&A,Middle School,2015,2015-16,493.0,543.0,0.9079189686924494,,,,,,,,,,,,,
MANHATTAN SA&A,Middle School,2016,2016-17,459.0,543.0,0.8453038674033149,168.0,,,,,,,,,,,,
MANHATTAN SA&A,Middle School,2017,2017-18,489.0,543.0,0.9005524861878453,148.0,,,,,,,,,,,,
MANHATTAN SA&A,Middle School,2018,2018-19,490.0,543.0,0.9023941068139963,,,,,,,,,,,,,
MANHATTAN SA&A,Middle School,2019,2019-20,541.0,543.0,0.996316758747698,187.0,,,,,,,,,,,,
MANHATTAN SA&A,Middle School,2020,2020-21,438.0,543.0,0.8066298342541437,133.0,,,,,,,,,,,,
MANHATTAN SA&A,Middle School,2021,2021-22,429.0,543.0,0.7900552486187845,181.0,,,,,,,,,,,,
MANHATTAN SA&A,Middle School,2022,2022-23,400.0,543.0,0.7366482504604052,122.0,,,,,,,,,,,,
MANHATTAN SA&A,Middle School,2023,2023-24,418.0,543.0,0.7697974217311234,136.0,159.0,123.0,,,,,,,,,,
MANHATTAN SA&A,Middle School,2024,2024-25,481.0,543.0,0.8858195211786372,177.0,144.0,160.0,,,,,,,,,,
MANHATTAN SA&A,Middle School,2025,2025-26,450.0,543.0,0.8287292817679558,133.0,180.0,137.0,,,,,,,,,,
MAPLETON ECE,Elementary,2014,2014-15,76.0,76.0,1.0,,,,,,,,,,,,,
MAPLETON ECE,Elementary,2015,2015-16,38.0,76.0,0.5,,,,,,,,,,,,,
MAPLETON ECE,Elementary,2016,2016-17,41.0,76.0,0.5394736842105263,,,,,,,,,,,,,
MAPLETON ECE,Elementary,2017,2017-18,45.0,76.0,0.5921052631578947,,,,,,,,,,,,,
MAPLETON ECE,Elementary,2018,2018-19,74.0,76.0,0.9736842105263158,,,,,,,,,,,,,
MAPLETON ECE,Elementary,2019,2019-20,76.0,76.0,1.0,31.0,,,,,,,,,,,,
MAPLETON ECE,Elementary,2020,2020-21,73.0,76.0,0.9605263157894737,15.0,,,,,,,,,,,,
MAPLETON ECE,Elementary,2021,2021-22,63.0,76.0,0.8289473684210527,24.0,,,,,,,,,,,,
MAPLETON ECE,Elementary,2022,2022-23,52.0,76.0,0.6842105263157895,34.0,,,,,,,,,,,,
MAPLETON ECE,Elementary,2023,2023-24,61.0,76.0,0.8026315789473685,,,,,,,,,,,,,
MEADOWLARK,Elementary,2017,2017-18,343.0,343.0,1.0,58.0,60.0,51.0,60.0,50.0,46.0,12.0,,,,,,
MEADOWLARK K-5,Elementary,2017,2017-18,342.0,505.0,0.6772277227722773,,,,,,,,,,,,,
MEADOWLARK K-5,Elementary,2018,2018-19,452.0,505.0,0.8950495049504951,,,,,,,,,,,,,
MEADOWLARK K-5,Elementary,2019,2019-20,484.0,505.0,0.9584158415841584,81.0,94.0,76.0,81.0,60.0,71.0,37.0,,,,,,
MEADOWLARK K-5,Elementary,2020,2020-21,466.0,505.0,0.9227722772277228,64.0,90.0,84.0,72.0,70.0,58.0,27.0,,,,,,
MEADOWLARK K-5,Elementary,2021,2021-22,478.0,505.0,0.9465346534653465,72.0,68.0,91.0,79.0,74.0,65.0,16.0,,,,,,
MEADOWLARK K-5,Elementary,2022,2022-23,505.0,505.0,1.0,68.0,83.0,73.0,91.0,82.0,79.0,29.0,,,,,,
MEADOWLARK K-5,Elementary,2023,2023-24,465.0,505.0,0.9207920792079208,65.0,68.0,87.0,70.0,90.0,85.0,69.0,,,,,,
MEADOWLARK K-5,Elementary,2024,2024-25,468.0,505.0,0.9267326732673268,75.0,66.0,75.0,86.0,75.0,91.0,,,,,,,
MEADOWLARK K-5,Elementary,2025,2025-26,472.0,505.0,0.9346534653465347,84.0,78.0,69.0,82.0,83.0,76.0,,,,,,,
MEADOWLARK SCHOOL,Middle School,2017,2017-18,112.0,237.0,0.47257383966244726,22.0,,,,,,,,,,,,
MEADOWLARK SCHOOL,Middle School,2018,2018-19,140.0,237.0,0.5907172995780591,,,,,,,,,,,,,
MEADOWLARK SCHOOL,Middle School,2019,2019-20,184.0,237.0,0.7763713080168776,68.0,,,,,,,,,,,,
MEADOWLARK SCHOOL,Middle School,2020,2020-21,179.0,237.0,0.7552742616033755,54.0,,,,,,,,,,,,
MEADOWLARK SCHOOL,Middle School,2021,2021-22,170.0,237.0,0.7172995780590717,57.0,,,,,,,,,,,,
MEADOWLARK SCHOOL,Middle School,2022,2022-23,186.0,237.0,0.7848101265822784,57.0,,,,,,,,,,,,
MEADOWLARK SCHOOL,Middle School,2023,2023-24,219.0,237.0,0.9240506329113924,82.0,70.0,67.0,,,,,,,,,,
MEADOWLARK SCHOOL,Middle School,2024,2024-25,226.0,237.0,0.9535864978902954,78.0,81.0,67.0,,,,,,,,,,
MEADOWLARK SCHOOL,Middle School,2025,2025-26,237.0,237.0,1.0,84.0,77.0,76.0,,,,,,,,,,
MESA,Elementary,2014,2014-15,330.0,330.0,1.0,,,,,,,,,,,,,
MESA,Elementary,2015,2015-16,320.0,330.0,0.9696969696969697,,,,,,,,,,,,,
